X:Pos_TX-Body5-slider_crank(mm),Y:Pos_TX-Body5-slider_crank(mm),Y:Pos_TY-Body5-slider_crank(mm),Y:Pos_TZ-Body5-slider_crank(mm)
0.61925300,-82.014254,351.13564,-1.1334508e-12
0.62025300,-82.787036,351.07992,-1.1342152e-12
0.62125300,-83.559116,351.02239,-1.1349780e-12
0.62225300,-84.330482,350.96304,-1.1357391e-12
0.62325300,-85.101124,350.90190,-1.1364985e-12
0.62425300,-85.871029,350.83895,-1.1372562e-12
0.62525300,-86.640186,350.77422,-1.1380123e-12
0.62625300,-87.408583,350.70770,-1.1387666e-12
0.62725300,-88.176209,350.63940,-1.1395193e-12
0.62825300,-88.943052,350.56933,-1.1402703e-12
0.62925300,-89.709102,350.49750,-1.1410195e-12
0.63025300,-90.474345,350.42390,-1.1417671e-12
0.63125300,-91.238771,350.34855,-1.1425129e-12
0.63225300,-92.002369,350.27145,-1.1432571e-12
0.63325300,-92.765128,350.19261,-1.1439995e-12
0.63425300,-93.527035,350.11204,-1.1447402e-12
0.63525300,-94.288079,350.02974,-1.1454791e-12
0.63625300,-95.048250,349.94571,-1.1462163e-12
0.63725300,-95.807536,349.85998,-1.1469518e-12
0.63825300,-96.565925,349.77253,-1.1476855e-12
0.63925300,-97.323407,349.68339,-1.1484175e-12
0.64025300,-98.079971,349.59255,-1.1491478e-12
0.64125300,-98.835605,349.50002,-1.1498762e-12
0.64225300,-99.590299,349.40581,-1.1506029e-12
0.64325300,-100.34404,349.30993,-1.1513279e-12
0.64425300,-101.09682,349.21239,-1.1520510e-12
0.64525300,-101.84862,349.11319,-1.1527724e-12
0.64625300,-102.59944,349.01234,-1.1534920e-12
0.64725300,-103.34927,348.90984,-1.1542098e-12
0.64825300,-104.09809,348.80571,-1.1549258e-12
0.64925300,-104.84589,348.69995,-1.1556401e-12
0.65025300,-105.59266,348.59257,-1.1563525e-12
0.65125300,-106.33839,348.48358,-1.1570631e-12
0.65225300,-107.08308,348.37298,-1.1577719e-12
0.65325300,-107.82670,348.26078,-1.1584790e-12
0.65425300,-108.56925,348.14700,-1.1591842e-12
0.65525300,-109.31073,348.03163,-1.1598875e-12
0.65625300,-110.05110,347.91469,-1.1605891e-12
0.65725300,-110.79038,347.79619,-1.1612888e-12
0.65825300,-111.52854,347.67613,-1.1619867e-12
0.65925300,-112.26558,347.55452,-1.1626828e-12
0.66025300,-113.00148,347.43136,-1.1633770e-12
0.66125300,-113.73624,347.30668,-1.1640694e-12
0.66225300,-114.46985,347.18047,-1.1647599e-12
0.66325300,-115.20229,347.05275,-1.1654486e-12
0.66425300,-115.93355,346.92352,-1.1661354e-12
0.66525300,-116.66363,346.79279,-1.1668204e-12
0.66625300,-117.39251,346.66058,-1.1675035e-12
0.66725300,-118.12018,346.52688,-1.1681847e-12
0.66825300,-118.84664,346.39171,-1.1688641e-12
0.66925300,-119.57187,346.25507,-1.1695416e-12
0.67025300,-120.29586,346.11698,-1.1702173e-12
0.67125300,-121.01861,345.97745,-1.1708910e-12
0.67225300,-121.74010,345.83648,-1.1715629e-12
0.67325300,-122.46033,345.69408,-1.1722329e-12
0.67425300,-123.17928,345.55026,-1.1729010e-12
0.67525300,-123.89694,345.40504,-1.1735672e-12
0.67625300,-124.61330,345.25841,-1.1742315e-12
0.67725300,-125.32836,345.11040,-1.1748939e-12
0.67825300,-126.04211,344.96100,-1.1755544e-12
0.67925300,-126.75453,344.81023,-1.1762130e-12
0.68025300,-127.46561,344.65810,-1.1768697e-12
0.68125300,-128.17535,344.50461,-1.1775245e-12
0.68225300,-128.88374,344.34978,-1.1781774e-12
0.68325300,-129.59076,344.19362,-1.1788284e-12
0.68425300,-130.29641,344.03613,-1.1794774e-12
0.68525300,-131.00068,343.87733,-1.1801245e-12
0.68625300,-131.70355,343.71723,-1.1807697e-12
