X:Vel_RZ-Body5-slider_crank(rad/s),Y:Vel_RZ-Body5-slider_crank(rad/s)
0.49225300,2.9992878
0.49325300,2.9994617
0.49425300,2.9996117
0.49525300,2.9997376
0.49625300,2.9998395
0.49725300,2.9999174
0.49825300,2.9999714
0.49925300,3.0000013
0.50025300,3.0000072
0.50125300,2.9999892
0.50225300,2.9999471
0.50325300,2.9998810
0.50425300,2.9997909
0.50525300,2.9996769
0.50625300,2.9995388
0.50725300,2.9993767
0.50825300,2.9991907
0.50925300,2.9989806
0.51025300,2.9987465
0.51125300,2.9984884
0.51225300,2.9982064
0.51325300,2.9979003
0.51425300,2.9975702
0.51525300,2.9972162
0.51625300,2.9968381
0.51725300,2.9964360
0.51825300,2.9960099
0.51925300,2.9955599
0.52025300,2.9950858
0.52125300,2.9945877
0.52225300,2.9940656
0.52325300,2.9935196
0.52425300,2.9929495
0.52525300,2.9923554
0.52625300,2.9917374
0.52725300,2.9910953
0.52825300,2.9904292
0.52925300,2.9897391
0.53025300,2.9890251
0.53125300,2.9882870
0.53225300,2.9875249
0.53325300,2.9867389
0.53425300,2.9859288
0.53525300,2.9850947
0.53625300,2.9842366
0.53725300,2.9833546
0.53825300,2.9824485
0.53925300,2.9815184
0.54025300,2.9805644
0.54125300,2.9795863
0.54225300,2.9785842
0.54325300,2.9775581
0.54425300,2.9765081
0.54525300,2.9754340
0.54625300,2.9743359
0.54725300,2.9732138
0.54825300,2.9720678
0.54925300,2.9708977
0.55025300,2.9697036
0.55125300,2.9684856
0.55225300,2.9672435
0.55325300,2.9659774
0.55425300,2.9646873
0.55525300,2.9633733
0.55625300,2.9620352
0.55725300,2.9606731
0.55825300,2.9592871
0.55925300,2.9578770
0.56025300,2.9564429
0.56125300,2.9549848
0.56225300,2.9535028
0.56325300,2.9519967
0.56425300,2.9504666
0.56525300,2.9489126
0.56625300,2.9473345
0.56725300,2.9457324
0.56825300,2.9441063
0.56925300,2.9424563
0.57025300,2.9407822
0.57125300,2.9390841
0.57225300,2.9373620
0.57325300,2.9356160
0.57425300,2.9338459
0.57525300,2.9320518
0.57625300,2.9302338
0.57725300,2.9283917
0.57825300,2.9265256
0.57925300,2.9246355
0.58025300,2.9227215
0.58125300,2.9207834
0.58225300,2.9188213
0.58325300,2.9168353
0.58425300,2.9148252
0.58525300,2.9127911
0.58625300,2.9107330
0.58725300,2.9086510
0.58825300,2.9065449
0.58925300,2.9044148
0.59025300,2.9022608
0.59125300,2.9000827
0.59225300,2.8978806
0.59325300,2.8956545
0.59425300,2.8934045
0.59525300,2.8911304
0.59625300,2.8888323
0.59725300,2.8865102
0.59825300,2.8841642
0.59925300,2.8817941
0.60025300,2.8794000
0.60125300,2.8769820
0.60225300,2.8745399
0.60325300,2.8720738
0.60425300,2.8695837
0.60525300,2.8670697
0.60625300,2.8645316
0.60725300,2.8619695
0.60825300,2.8593835
0.60925300,2.8567734
0.61025300,2.8541393
0.61125300,2.8514812
0.61225300,2.8487992
0.61325300,2.8460931
0.61425300,2.8433630
0.61525300,2.8406090
0.61625300,2.8378309
0.61725300,2.8350288
0.61825300,2.8322027
0.61925300,2.8293527
0.62025300,2.8264786
0.62125300,2.8235805
0.62225300,2.8206584
0.62325300,2.8177124
0.62425300,2.8147423
0.62525300,2.8117482
0.62625300,2.8087302
0.62725300,2.8056881
0.62825300,2.8026220
0.62925300,2.7995319
0.63025300,2.7964179
0.63125300,2.7932798
0.63225300,2.7901177
0.63325300,2.7869317
0.63425300,2.7837216
0.63525300,2.7804875
0.63625300,2.7772294
0.63725300,2.7739474
0.63825300,2.7706413
0.63925300,2.7673112
0.64025300,2.7639572
0.64125300,2.7605791
0.64225300,2.7571770
0.64325300,2.7537509
0.64425300,2.7503009
0.64525300,2.7468268
0.64625300,2.7433287
0.64725300,2.7398066
0.64825300,2.7362606
0.64925300,2.7326905
0.65025300,2.7290964
0.65125300,2.7254784
0.65225300,2.7218363
0.65325300,2.7181702
0.65425300,2.7144801
0.65525300,2.7107661
0.65625300,2.7070280
0.65725300,2.7032659
0.65825300,2.6994799
0.65925300,2.6956698
0.66025300,2.6918357
0.66125300,2.6879776
0.66225300,2.6840956
0.66325300,2.6801895
0.66425300,2.6762594
0.66525300,2.6723054
0.66625300,2.6683273
0.66725300,2.6643252
0.66825300,2.6602991
0.66925300,2.6562491
0.67025300,2.6521750
0.67125300,2.6480769
0.67225300,2.6439548
0.67325300,2.6398088
0.67425300,2.6356387
0.67525300,2.6314446
0.67625300,2.6272266
0.67725300,2.6229845
0.67825300,2.6187184
0.67925300,2.6144283
0.68025300,2.6101143
0.68125300,2.6057762
0.68225300,2.6014141
0.68325300,2.5970281
0.68425300,2.5926180
0.68525300,2.5881839
0.68625300,2.5837258
0.68725300,2.5792438
0.68825300,2.5747377
0.68925300,2.5702076
0.69025300,2.5656536
0.69125300,2.5610755
0.69225300,2.5564734
0.69325300,2.5518473
0.69425300,2.5471973
0.69525300,2.5425232
0.69625300,2.5378251
0.69725300,2.5331030
0.69825300,2.5283570
0.69925300,2.5235869
0.70025300,2.5187928
0.70125300,2.5139748
0.70225300,2.5091327
0.70325300,2.5042666
0.70425300,2.4993765
0.70525300,2.4944625
0.70625300,2.4895244
0.70725300,2.4845623
0.70825300,2.4795763
0.70925300,2.4745662
0.71025300,2.4695321
0.71125300,2.4644740
0.71225300,2.4593920
0.71325300,2.4542859
0.71425300,2.4491558
0.71525300,2.4440018
0.71625300,2.4388237
0.71725300,2.4336216
0.71825300,2.4283955
0.71925300,2.4231455
0.72025300,2.4178714
0.72125300,2.4125733
0.72225300,2.4072512
0.72325300,2.4019052
0.72425300,2.3965351
0.72525300,2.3911410
0.72625300,2.3857230
0.72725300,2.3802809
0.72825300,2.3748148
0.72925300,2.3693247
0.73025300,2.3638107
0.73125300,2.3582726
0.73225300,2.3527105
0.73325300,2.3471245
0.73425300,2.3415144
0.73525300,2.3358803
0.73625300,2.3302222
0.73725300,2.3245402
0.73825300,2.3188341
0.73925300,2.3131040
0.74025300,2.3073500
0.74125300,2.3015719
0.74225300,2.2957698
0.74325300,2.2899437
0.74425300,2.2840937
0.74525300,2.2782196
0.74625300,2.2723215
0.74725300,2.2663994
0.74825300,2.2604534
0.74925300,2.2544833
0.75025300,2.2484892
0.75125300,2.2424712
0.75225300,2.2364291
0.75325300,2.2303630
0.75425300,2.2242729
0.75525300,2.2181589
0.75625300,2.2120208
0.75725300,2.2058587
0.75825300,2.1996727
0.75925300,2.1934626
0.76025300,2.1872285
0.76125300,2.1809704
0.76225300,2.1746884
0.76325300,2.1683823
0.76425300,2.1620522
0.76525300,2.1556982
0.76625300,2.1493201
0.76725300,2.1429180
0.76825300,2.1364919
0.76925300,2.1300419
0.77025300,2.1235678
0.77125300,2.1170697
0.77225300,2.1105476
0.77325300,2.1040016
0.77425300,2.0974315
0.77525300,2.0908374
0.77625300,2.0842194
0.77725300,2.0775773
0.77825300,2.0709112
0.77925300,2.0642211
0.78025300,2.0575071
0.78125300,2.0507690
0.78225300,2.0440069
0.78325300,2.0372209
0.78425300,2.0304108
0.78525300,2.0235767
0.78625300,2.0167186
0.78725300,2.0098366
0.78825300,2.0029305
0.78925300,1.9960004
0.79025300,1.9890464
0.79125300,1.9820683
0.79225300,1.9750662
0.79325300,1.9680401
0.79425300,1.9609901
0.79525300,1.9539160
0.79625300,1.9468179
0.79725300,1.9396958
0.79825300,1.9325498
0.79925300,1.9253797
0.80025300,1.9181856
0.80125300,1.9109676
0.80225300,1.9037255
0.80325300,1.8964594
0.80425300,1.8891693
0.80525300,1.8818553
0.80625300,1.8745172
0.80725300,1.8671551
0.80825300,1.8597691
0.80925300,1.8523590
0.81025300,1.8449249
0.81125300,1.8374668
0.81225300,1.8299848
0.81325300,1.8224787
0.81425300,1.8149486
0.81525300,1.8073946
0.81625300,1.7998165
0.81725300,1.7922144
0.81825300,1.7845883
0.81925300,1.7769383
0.82025300,1.7692642
0.82125300,1.7615661
0.82225300,1.7538440
0.82325300,1.7460980
0.82425300,1.7383279
0.82525300,1.7305338
0.82625300,1.7227158
0.82725300,1.7148737
0.82825300,1.7070076
0.82925300,1.6991175
0.83025300,1.6912035
0.83125300,1.6832654
0.83225300,1.6753033
0.83325300,1.6673173
0.83425300,1.6593072
0.83525300,1.6512731
0.83625300,1.6432150
0.83725300,1.6351330
0.83825300,1.6270269
0.83925300,1.6188968
0.84025300,1.6107428
0.84125300,1.6025647
0.84225300,1.5943626
0.84325300,1.5861365
0.84425300,1.5778865
0.84525300,1.5696124
0.84625300,1.5613143
0.84725300,1.5529922
0.84825300,1.5446462
0.84925300,1.5362761
0.85025300,1.5278820
0.85125300,1.5194640
0.85225300,1.5110219
0.85325300,1.5025558
0.85425300,1.4940657
0.85525300,1.4855517
0.85625300,1.4770136
0.85725300,1.4684515
0.85825300,1.4598655
0.85925300,1.4512554
0.86025300,1.4426213
0.86125300,1.4339632
0.86225300,1.4252812
0.86325300,1.4165751
0.86425300,1.4078450
0.86525300,1.3990910
0.86625300,1.3903129
0.86725300,1.3815108
0.86825300,1.3726847
0.86925300,1.3638347
0.87025300,1.3549606
0.87125300,1.3460625
0.87225300,1.3371404
0.87325300,1.3281944
0.87425300,1.3192243
0.87525300,1.3102302
0.87625300,1.3012122
0.87725300,1.2921701
0.87825300,1.2831040
0.87925300,1.2740139
0.88025300,1.2648999
0.88125300,1.2557618
0.88225300,1.2465997
0.88325300,1.2374137
0.88425300,1.2282036
0.88525300,1.2189695
0.88625300,1.2097114
0.88725300,1.2004294
0.88825300,1.1911233
0.88925300,1.1817932
0.89025300,1.1724392
0.89125300,1.1630611
0.89225300,1.1536590
0.89325300,1.1442329
0.89425300,1.1347829
0.89525300,1.1253088
0.89625300,1.1158107
0.89725300,1.1062886
0.89825300,1.0967426
0.89925300,1.0871725
0.90025300,1.0775784
0.90125300,1.0679604
0.90225300,1.0583183
0.90325300,1.0486522
0.90425300,1.0389621
0.90525300,1.0292481
0.90625300,1.0195100
0.90725300,1.0097479
0.90825300,0.99996186
0.90925300,0.99015178
0.91025300,0.98031771
0.91125300,0.97045964
0.91225300,0.96057757
0.91325300,0.95067150
0.91425300,0.94074142
0.91525300,0.93078735
0.91625300,0.92080928
0.91725300,0.91080721
0.91825300,0.90078114
0.91925300,0.89073106
0.92025300,0.88065699
0.92125300,0.87055892
0.92225300,0.86043685
0.92325300,0.85029078
0.92425300,0.84012070
0.92525300,0.82992663
0.92625300,0.81970856
0.92725300,0.80946649
0.92825300,0.79920042
0.92925300,0.78891034
0.93025300,0.77859627
0.93125300,0.76825820
0.93225300,0.75789613
0.93325300,0.74751006
0.93425300,0.73709998
0.93525300,0.72666591
0.93625300,0.71620784
0.93725300,0.70572577
0.93825300,0.69521970
0.93925300,0.68468962
0.94025300,0.67413555
0.94125300,0.66355748
0.94225300,0.65295541
0.94325300,0.64232934
0.94425300,0.63167926
0.94525300,0.62100519
0.94625300,0.61030712
0.94725300,0.59958505
0.94825300,0.58883898
0.94925300,0.57806890
0.95025300,0.56727483
0.95125300,0.55645676
0.95225300,0.54561469
0.95325300,0.53474862
0.95425300,0.52385854
0.95525300,0.51294447
0.95625300,0.50200640
0.95725300,0.49104433
0.95825300,0.48005826
0.95925300,0.46904818
0.96025300,0.45801411
0.96125300,0.44695604
0.96225300,0.43587397
0.96325300,0.42476790
0.96425300,0.41363782
0.96525300,0.40248375
0.96625300,0.39130568
0.96725300,0.38010361
0.96825300,0.36887754
0.96925300,0.35762746
0.97025300,0.34635339
0.97125300,0.33505532
0.97225300,0.32373325
0.97325300,0.31238718
0.97425300,0.30101710
0.97525300,0.28962303
0.97625300,0.27820496
0.97725300,0.26676289
0.97825300,0.25529682
0.97925300,0.24380674
0.98025300,0.23229267
0.98125300,0.22075460
0.98225300,0.20919253
0.98325300,0.19760646
0.98425300,0.18599638
0.98525300,0.17436231
0.98625300,0.16270424
0.98725300,0.15102217
0.98825300,0.13931610
0.98925300,0.12758602
0.99025300,0.11583195
0.99125300,0.10405388
0.99225300,0.092251808
0.99325300,0.080425736
0.99425300,0.068575664
0.99525300,0.056701592
0.99625300,0.044803520
0.99725300,0.032881448
0.99825300,0.020935376
0.99925300,0.0089653039
1.0000000,3.8300536e-06
