X:Pos_TX-Body1-slider_crank(mm),Y:Pos_TX-Body1-slider_crank(mm),Y:Pos_TY-Body1-slider_crank(mm),Y:Pos_TZ-Body1-slider_crank(mm)
0.71125300,-35.798899,34.906143,0.0000000
0.71225300,-35.841840,34.862050,0.0000000
0.71325300,-35.884638,34.817995,0.0000000
0.71425300,-35.927293,34.773979,0.0000000
0.71525300,-35.969805,34.730004,0.0000000
0.71625300,-36.012173,34.686069,0.0000000
0.71725300,-36.054398,34.642177,0.0000000
0.71825300,-36.096479,34.598327,0.0000000
0.71925300,-36.138416,34.554521,0.0000000
0.72025300,-36.180209,34.510759,0.0000000
0.72125300,-36.221858,34.467042,0.0000000
0.72225300,-36.263363,34.423372,0.0000000
0.72325300,-36.304723,34.379748,0.0000000
0.72425300,-36.345939,34.336172,0.0000000
0.72525300,-36.387011,34.292644,0.0000000
0.72625300,-36.427938,34.249166,0.0000000
0.72725300,-36.468720,34.205738,0.0000000
0.72825300,-36.509357,34.162361,0.0000000
0.72925300,-36.549849,34.119035,0.0000000
0.73025300,-36.590195,34.075763,0.0000000
0.73125300,-36.630397,34.032544,0.0000000
0.73225300,-36.670453,33.989379,0.0000000
0.73325300,-36.710364,33.946269,0.0000000
0.73425300,-36.750129,33.903216,0.0000000
0.73525300,-36.789748,33.860219,0.0000000
0.73625300,-36.829222,33.817280,0.0000000
0.73725300,-36.868550,33.774399,0.0000000
0.73825300,-36.907732,33.731578,0.0000000
0.73925300,-36.946767,33.688817,0.0000000
0.74025300,-36.985657,33.646117,0.0000000
0.74125300,-37.024401,33.603479,0.0000000
0.74225300,-37.062998,33.560903,0.0000000
0.74325300,-37.101448,33.518391,0.0000000
0.74425300,-37.139753,33.475943,0.0000000
0.74525300,-37.177910,33.433561,0.0000000
0.74625300,-37.215921,33.391244,0.0000000
0.74725300,-37.253786,33.348995,0.0000000
0.74825300,-37.291503,33.306813,0.0000000
0.74925300,-37.329074,33.264700,0.0000000
0.75025300,-37.366498,33.222656,0.0000000
0.75125300,-37.403774,33.180682,0.0000000
0.75225300,-37.440904,33.138780,0.0000000
0.75325300,-37.477887,33.096949,0.0000000
0.75425300,-37.514722,33.055191,0.0000000
0.75525300,-37.551410,33.013506,0.0000000
0.75625300,-37.587951,32.971896,0.0000000
0.75725300,-37.624344,32.930362,0.0000000
0.75825300,-37.660590,32.888903,0.0000000
0.75925300,-37.696689,32.847521,0.0000000
0.76025300,-37.732640,32.806217,0.0000000
0.76125300,-37.768443,32.764992,0.0000000
0.76225300,-37.804099,32.723846,0.0000000
0.76325300,-37.839607,32.682780,0.0000000
0.76425300,-37.874967,32.641796,0.0000000
0.76525300,-37.910180,32.600893,0.0000000
0.76625300,-37.945245,32.560074,0.0000000
0.76725300,-37.980162,32.519337,0.0000000
0.76825300,-38.014931,32.478686,0.0000000
0.76925300,-38.049552,32.438119,0.0000000
0.77025300,-38.084025,32.397639,0.0000000
0.77125300,-38.118350,32.357246,0.0000000
0.77225300,-38.152527,32.316941,0.0000000
0.77325300,-38.186556,32.276724,0.0000000
0.77425300,-38.220437,32.236597,0.0000000
0.77525300,-38.254170,32.196560,0.0000000
0.77625300,-38.287755,32.156614,0.0000000
0.77725300,-38.321191,32.116760,0.0000000
0.77825300,-38.354480,32.076999,0.0000000
0.77925300,-38.387620,32.037332,0.0000000
0.78025300,-38.420612,31.997759,0.0000000
0.78125300,-38.453455,31.958282,0.0000000
0.78225300,-38.486150,31.918901,0.0000000
0.78325300,-38.518697,31.879617,0.0000000
0.78425300,-38.551096,31.840430,0.0000000
0.78525300,-38.583346,31.801343,0.0000000
0.78625300,-38.615448,31.762355,0.0000000
0.78725300,-38.647402,31.723467,0.0000000
0.78825300,-38.679207,31.684680,0.0000000
0.78925300,-38.710864,31.645996,0.0000000
0.79025300,-38.742372,31.607414,0.0000000
0.79125300,-38.773732,31.568936,0.0000000
0.79225300,-38.804944,31.530562,0.0000000
0.79325300,-38.836007,31.492294,0.0000000
0.79425300,-38.866921,31.454132,0.0000000
0.79525300,-38.897688,31.416077,0.0000000
0.79625300,-38.928306,31.378130,0.0000000
0.79725300,-38.958775,31.340291,0.0000000
0.79825300,-38.989096,31.302562,0.0000000
0.79925300,-39.019268,31.264943,0.0000000
0.80025300,-39.049293,31.227436,0.0000000
0.80125300,-39.079168,31.190040,0.0000000
0.80225300,-39.108895,31.152757,0.0000000
0.80325300,-39.138474,31.115588,0.0000000
0.80425300,-39.167905,31.078533,0.0000000
0.80525300,-39.197187,31.041594,0.0000000
0.80625300,-39.226320,31.004771,0.0000000
0.80725300,-39.255305,30.968064,0.0000000
0.80825300,-39.284142,30.931475,0.0000000
0.80925300,-39.312831,30.895005,0.0000000
0.81025300,-39.341371,30.858655,0.0000000
0.81125300,-39.369762,30.822424,0.0000000
0.81225300,-39.398005,30.786315,0.0000000
0.81325300,-39.426100,30.750327,0.0000000
0.81425300,-39.454047,30.714462,0.0000000
0.81525300,-39.481845,30.678720,0.0000000
0.81625300,-39.509495,30.643103,0.0000000
0.81725300,-39.536997,30.607611,0.0000000
0.81825300,-39.564351,30.572245,0.0000000
