X:Vel_RZ-Body2-slider_crank(rad/s),Y:Vel_RZ-Body2-slider_crank(rad/s)
0.71025300,1.2347661
0.71125300,1.2322370
0.71225300,1.2296960
0.71325300,1.2271429
0.71425300,1.2245779
0.71525300,1.2220009
0.71625300,1.2194118
0.71725300,1.2168108
0.71825300,1.2141978
0.71925300,1.2115727
0.72025300,1.2089357
0.72125300,1.2062867
0.72225300,1.2036256
0.72325300,1.2009526
0.72425300,1.1982676
0.72525300,1.1955705
0.72625300,1.1928615
0.72725300,1.1901404
0.72825300,1.1874074
0.72925300,1.1846624
0.73025300,1.1819053
0.73125300,1.1791363
0.73225300,1.1763553
0.73325300,1.1735622
0.73425300,1.1707572
0.73525300,1.1679402
0.73625300,1.1651111
0.73725300,1.1622701
0.73825300,1.1594170
0.73925300,1.1565520
0.74025300,1.1536750
0.74125300,1.1507859
0.74225300,1.1478849
0.74325300,1.1449719
0.74425300,1.1420468
0.74525300,1.1391098
0.74625300,1.1361608
0.74725300,1.1331997
0.74825300,1.1302267
0.74925300,1.1272417
0.75025300,1.1242446
0.75125300,1.1212356
0.75225300,1.1182145
0.75325300,1.1151815
0.75425300,1.1121365
0.75525300,1.1090794
0.75625300,1.1060104
0.75725300,1.1029294
0.75825300,1.0998363
0.75925300,1.0967313
0.76025300,1.0936143
0.76125300,1.0904852
0.76225300,1.0873442
0.76325300,1.0841911
0.76425300,1.0810261
0.76525300,1.0778491
0.76625300,1.0746600
0.76725300,1.0714590
0.76825300,1.0682460
0.76925300,1.0650209
0.77025300,1.0617839
0.77125300,1.0585349
0.77225300,1.0552738
0.77325300,1.0520008
0.77425300,1.0487158
0.77525300,1.0454187
0.77625300,1.0421097
0.77725300,1.0387886
0.77825300,1.0354556
0.77925300,1.0321106
0.78025300,1.0287535
0.78125300,1.0253845
0.78225300,1.0220035
0.78325300,1.0186104
0.78425300,1.0152054
0.78525300,1.0117884
0.78625300,1.0083593
0.78725300,1.0049183
0.78825300,1.0014652
0.78925300,0.99800021
0.79025300,0.99452318
0.79125300,0.99103414
0.79225300,0.98753310
0.79325300,0.98402007
0.79425300,0.98049503
0.79525300,0.97695800
0.79625300,0.97340896
0.79725300,0.96984792
0.79825300,0.96627489
0.79925300,0.96268985
0.80025300,0.95909282
0.80125300,0.95548378
0.80225300,0.95186274
0.80325300,0.94822971
0.80425300,0.94458467
0.80525300,0.94092764
0.80625300,0.93725860
0.80725300,0.93357756
0.80825300,0.92988453
0.80925300,0.92617949
0.81025300,0.92246246
0.81125300,0.91873342
0.81225300,0.91499238
0.81325300,0.91123935
0.81425300,0.90747431
0.81525300,0.90369728
0.81625300,0.89990824
0.81725300,0.89610720
0.81825300,0.89229417
0.81925300,0.88846913
0.82025300,0.88463210
0.82125300,0.88078306
0.82225300,0.87692202
0.82325300,0.87304899
0.82425300,0.86916395
0.82525300,0.86526692
0.82625300,0.86135788
0.82725300,0.85743684
0.82825300,0.85350381
0.82925300,0.84955877
0.83025300,0.84560174
0.83125300,0.84163270
0.83225300,0.83765166
0.83325300,0.83365863
0.83425300,0.82965359
0.83525300,0.82563656
0.83625300,0.82160752
0.83725300,0.81756648
0.83825300,0.81351345
0.83925300,0.80944841
0.84025300,0.80537138
0.84125300,0.80128234
0.84225300,0.79718130
0.84325300,0.79306827
0.84425300,0.78894323
0.84525300,0.78480620
0.84625300,0.78065716
0.84725300,0.77649612
0.84825300,0.77232309
0.84925300,0.76813805
0.85025300,0.76394102
0.85125300,0.75973198
0.85225300,0.75551094
0.85325300,0.75127791
0.85425300,0.74703287
0.85525300,0.74277584
0.85625300,0.73850680
0.85725300,0.73422576
0.85825300,0.72993273
0.85925300,0.72562769
0.86025300,0.72131066
0.86125300,0.71698162
0.86225300,0.71264058
0.86325300,0.70828755
0.86425300,0.70392251
0.86525300,0.69954548
0.86625300,0.69515644
0.86725300,0.69075540
0.86825300,0.68634237
0.86925300,0.68191733
0.87025300,0.67748030
0.87125300,0.67303126
0.87225300,0.66857022
0.87325300,0.66409719
0.87425300,0.65961215
0.87525300,0.65511512
0.87625300,0.65060608
0.87725300,0.64608504
0.87825300,0.64155201
0.87925300,0.63700697
0.88025300,0.63244994
0.88125300,0.62788090
0.88225300,0.62329986
0.88325300,0.61870683
0.88425300,0.61410179
0.88525300,0.60948476
0.88625300,0.60485572
0.88725300,0.60021468
0.88825300,0.59556165
0.88925300,0.59089661
0.89025300,0.58621958
0.89125300,0.58153054
0.89225300,0.57682950
0.89325300,0.57211647
0.89425300,0.56739143
0.89525300,0.56265440
0.89625300,0.55790536
0.89725300,0.55314432
0.89825300,0.54837129
0.89925300,0.54358625
0.90025300,0.53878922
0.90125300,0.53398018
0.90225300,0.52915914
0.90325300,0.52432611
0.90425300,0.51948107
0.90525300,0.51462404
0.90625300,0.50975500
0.90725300,0.50487396
0.90825300,0.49998093
0.90925300,0.49507589
0.91025300,0.49015886
0.91125300,0.48522982
0.91225300,0.48028878
0.91325300,0.47533575
0.91425300,0.47037071
0.91525300,0.46539368
0.91625300,0.46040464
0.91725300,0.45540360
0.91825300,0.45039057
0.91925300,0.44536553
0.92025300,0.44032850
0.92125300,0.43527946
0.92225300,0.43021842
0.92325300,0.42514539
0.92425300,0.42006035
0.92525300,0.41496332
0.92625300,0.40985428
0.92725300,0.40473324
0.92825300,0.39960021
0.92925300,0.39445517
0.93025300,0.38929814
0.93125300,0.38412910
0.93225300,0.37894806
0.93325300,0.37375503
0.93425300,0.36854999
0.93525300,0.36333296
0.93625300,0.35810392
0.93725300,0.35286288
0.93825300,0.34760985
0.93925300,0.34234481
0.94025300,0.33706778
0.94125300,0.33177874
0.94225300,0.32647770
0.94325300,0.32116467
0.94425300,0.31583963
0.94525300,0.31050260
0.94625300,0.30515356
0.94725300,0.29979252
0.94825300,0.29441949
0.94925300,0.28903445
0.95025300,0.28363742
0.95125300,0.27822838
0.95225300,0.27280734
0.95325300,0.26737431
0.95425300,0.26192927
0.95525300,0.25647224
0.95625300,0.25100320
0.95725300,0.24552216
0.95825300,0.24002913
0.95925300,0.23452409
0.96025300,0.22900706
0.96125300,0.22347802
0.96225300,0.21793698
0.96325300,0.21238395
0.96425300,0.20681891
0.96525300,0.20124188
0.96625300,0.19565284
0.96725300,0.19005180
0.96825300,0.18443877
0.96925300,0.17881373
0.97025300,0.17317670
0.97125300,0.16752766
0.97225300,0.16186662
0.97325300,0.15619359
0.97425300,0.15050855
0.97525300,0.14481152
0.97625300,0.13910248
0.97725300,0.13338144
0.97825300,0.12764841
0.97925300,0.12190337
0.98025300,0.11614634
0.98125300,0.11037730
0.98225300,0.10459626
0.98325300,0.098803228
0.98425300,0.092998192
0.98525300,0.087181156
0.98625300,0.081352120
0.98725300,0.075511084
0.98825300,0.069658048
0.98925300,0.063793012
0.99025300,0.057915976
0.99125300,0.052026940
0.99225300,0.046125904
0.99325300,0.040212868
0.99425300,0.034287832
0.99525300,0.028350796
0.99625300,0.022401760
0.99725300,0.016440724
0.99825300,0.010467688
0.99925300,0.0044826519
1.0000000,1.9150266e-06
