X:FX_GeoContact-GeoSurContact1-complex_contact(N),Y:FX_GeoContact-GeoSurContact1-complex_contact(N),Y:FY_GeoContact-GeoSurContact1-complex_contact(N),Y:FZ_GeoContact-GeoSurContact1-complex_contact(N)
0.26703175,8.6942277e-06,1.3235932e-05,-5.0720460e-05
0.26803175,0.0016948464,0.0025840267,-0.0098407054
0.26903175,0.0028634606,0.00021102943,-0.030256668
0.27009425,0.0000000,0.0000000,0.0000000
0.27121925,0.20092211,0.10140483,-1.1352081
0.27221925,0.00064314958,0.00032762513,-0.0035992333
0.27309425,0.0036822907,0.0018906152,-0.020437903
0.27409425,0.0000000,0.0000000,0.0000000
0.27509425,0.0000000,0.0000000,0.0000000
0.27609425,0.0000000,0.0000000,0.0000000
0.27734425,0.0000000,0.0000000,0.0000000
0.27834425,0.0000000,0.0000000,0.0000000
0.27909425,0.47229703,-0.99123780,-2.0874835
0.28009425,0.0000000,0.0000000,0.0000000
0.28121925,0.0000000,0.0000000,0.0000000
0.28221925,0.0000000,0.0000000,0.0000000
0.28321925,0.0000000,0.0000000,0.0000000
0.28421925,0.023254907,-0.068436801,-0.18174802
0.28521925,0.0000000,0.0000000,0.0000000
0.28621925,0.020353671,-0.061965544,-0.16738731
0.28721925,0.0019721291,-0.0061047531,-0.016623832
0.28809425,0.0020434691,-0.0064164254,-0.017590590
0.28909425,0.0015821684,-0.0050565596,-0.013976035
0.29009425,0.0019673870,-0.0063894980,-0.017788318
0.29121925,0.0021185451,-0.0069913277,-0.019601183
0.29221925,0.0018800715,-0.0062977978,-0.017770681
0.29321925,0.0018640041,-0.0063343882,-0.017982501
0.29421925,0.0018385756,-0.0063342952,-0.018084415
0.29521925,0.0018119762,-0.0063241363,-0.018150549
0.29621925,0.0017857800,-0.0063085677,-0.018193299
0.29721925,0.0017614856,-0.0062921404,-0.018224945
0.29821925,0.0017393474,-0.0062750372,-0.018245199
0.29921925,0.0016243877,-0.0069753922,-0.021524872
0.30021925,0.0037636964,-0.0093251075,-0.022371250
0.30121925,-0.00050445455,-0.0065101498,-0.015056116
0.30209425,-0.00056627593,-0.0075095885,-0.017453045
0.30309425,-0.00053770988,-0.0073767620,-0.017245880
0.30409425,-0.00071396761,-0.010871845,-0.025003314
0.30509425,-0.00061724527,-0.0091676821,-0.021099258
0.30621925,-0.00051178260,-0.0075596329,-0.017712543
0.30721925,-0.00065705692,-0.0093998753,-0.022019946
0.30809425,-0.00055385341,-0.0081081287,-0.018899388
0.30909425,-0.00029918329,-0.0041725617,-0.0095859904
0.31009425,-0.00046315598,-0.0063504117,-0.015167521
0.31109425,-0.00047565751,-0.0075795059,-0.018021339
0.31221925,-0.00043706292,-0.0073572358,-0.017765183
0.31321925,-0.00043900081,-0.0078780694,-0.019158192
0.31409425,-4.8316275e-05,-0.00087651321,-0.0021344227
0.31509425,-0.00055307520,-0.0075752341,-0.017704964
0.31621925,-0.00052635753,-0.0076548574,-0.018069127
0.31721925,-0.00047431441,-0.0075766788,-0.018140033
0.31821925,-0.00069873487,-0.0037721084,-0.0064990492
0.31921925,-0.010299678,-0.070970575,-0.13785888
0.32021925,-0.035627402,-0.24532240,-0.47639831
0.32121925,-0.00036791552,-0.0025331652,-0.0049190486
0.32203175,-0.0033318730,-0.0099185101,-0.027898362
0.32303175,0.0000000,0.0000000,0.0000000
0.32400050,-0.0030757703,-0.0027641731,-0.015179707
0.32506300,-0.0039107738,-0.0035067625,-0.019203831
0.32606300,-0.0041367462,-0.0037271054,-0.020532755
0.32706300,-0.0029855160,-0.0025129104,-0.012628040
0.32806300,-0.0045142239,-0.0038406875,-0.019602421
0.32918800,-0.0013980006,-0.0010821776,-0.0047431922
0.33003175,-0.00048124815,0.00013518275,-0.0031219933
0.33109425,-0.0040323979,0.0013683813,-0.019181116
0.33209425,-0.0041225777,0.0013987495,-0.019617007
0.33309425,-0.0041314210,0.0014020354,-0.019650637
0.33409425,-0.0041400959,0.0014056356,-0.019672464
0.33509425,-0.00091190890,0.027316180,-0.077634576
0.33609425,0.0000000,0.0000000,0.0000000
0.33709425,0.0000000,0.0000000,0.0000000
0.33834425,-0.00042871597,0.011478460,-0.036498364
0.33909425,-0.00013882449,0.0037055704,-0.011818703
0.34009425,-0.00020880501,0.0056810558,-0.017789071
0.34109425,-0.00024581759,0.0067363748,-0.021685647
0.34209425,-0.00020247301,0.0057171362,-0.018497277
0.34309425,-0.00026618598,0.0065055751,-0.020471384
0.34409425,-8.6751142e-06,0.00027441951,-0.00090869273
0.34509425,-9.2852304e-06,0.00029977461,-0.00099546882
0.34609425,-4.1569346e-05,0.0012491740,-0.0045649310
0.34709425,-0.00019568598,0.0064454870,-0.021527494
0.34809425,-0.00016098287,0.0052214026,-0.017451038
0.34903175,-0.00033828710,0.0069310796,-0.017286671
0.35003175,-0.00013752769,0.0067291342,-0.023031991
0.35115675,-0.00037370046,0.017108004,-0.045329485
0.35203175,-1.9277014e-05,0.00065171340,-0.0023224976
0.35303175,-0.00015561089,0.0053903496,-0.018748023
0.35409425,-0.00015681753,0.0053956604,-0.018893399
0.35521925,-0.00015739275,0.0053805089,-0.018962702
0.35621925,-0.00015772728,0.0053634806,-0.019003007
0.35721925,-0.00015797306,0.0053453353,-0.019032618
0.35846925,-0.00015820521,0.0053222012,-0.019060587
0.35946925,-0.00015836962,0.0053042981,-0.019080396
0.36046925,-0.00015849464,0.0052860378,-0.019095458
0.36146925,-0.00015859112,0.0052676713,-0.019107082
0.36246925,-0.00015866050,0.0052492127,-0.019115440
0.36396925,-0.00015870068,0.0052210874,-0.019120282
0.36496925,-0.00015869648,0.0052026768,-0.019119776
0.36596925,-0.00015864028,0.0051839209,-0.019113004
0.36696925,-0.00015174454,0.0049277048,-0.018282205
0.36796925,-0.00017796158,0.0057546339,-0.021440837
0.36896925,0.013030390,0.031005699,-0.10432543
0.36996925,0.016493680,0.039199366,-0.13188257
0.37096925,0.0026530509,0.0063077873,-0.021210140
0.37121925,0.0019099101,0.0045416431,-0.015267990
0.37209425,0.0022945790,0.0054604900,-0.018337196
0.37309425,0.0021702940,0.0049127190,-0.017702299
0.37409425,0.0058183347,0.013036247,-0.043798549
0.37503175,0.0024655638,0.0054723520,-0.018480285
0.37603175,0.0010839790,0.0017165016,-0.0088529700
0.37703175,0.0000000,0.0000000,0.0000000
0.37803175,0.0026823400,0.0053368471,-0.018224395
0.37909425,0.0027179884,0.0054147854,-0.018442903
0.38021925,0.0027231954,0.0054313808,-0.018457207
0.38121925,0.0027228799,0.0054359435,-0.018437521
0.38221925,0.0027181473,0.0054320438,-0.018386724
0.38346925,0.0027067351,0.0054177743,-0.018280675
0.38446925,0.018168322,0.025894328,-0.12754633
0.38521925,0.0020678604,0.0029499490,-0.014483456
0.38609425,0.0024010177,0.0032206332,-0.019315833
0.38709425,0.0036717159,0.0057107711,-0.019941922
0.38809425,0.0033470408,0.0052105634,-0.018120243
0.38909425,0.0019580775,0.0030508317,-0.010569381
0.39021925,0.0000000,0.0000000,0.0000000
0.39121925,0.0000000,0.0000000,0.0000000
0.39221925,0.0080839562,0.0041588234,-0.044774562
0.39321925,0.0024986612,0.0012867721,-0.013824195
0.39421925,0.010147665,0.0052323333,-0.056069900
0.39521925,0.0000000,0.0000000,0.0000000
0.39621925,0.0000000,0.0000000,0.0000000
0.39709425,9.7953143e-05,-0.00010051949,-0.00036091045
0.39809425,0.0000000,0.0000000,0.0000000
0.39909425,0.010333110,-0.010605410,-0.038293980
0.40009425,0.0037712308,-0.0038731086,-0.014327260
0.40109425,0.0048553610,-0.0049914622,-0.019140162
0.40209425,-0.00034818882,-0.0019722143,-0.011195966
0.40309425,0.00020799699,-0.0028955287,-0.014561688
0.40409425,-0.00015130236,-0.0073957036,-0.017421759
0.40509425,2.0359512e-05,-0.00016999921,-0.00042882679
0.40609425,0.0010372730,-0.0094322980,-0.023683271
0.40703175,-0.00046074759,-0.0022069883,-0.0056168535
0.40803175,-0.0015086830,-0.0070651604,-0.018052020
0.40915675,-0.022799818,-0.037237898,-0.10551089
0.41003175,-0.0036174522,-0.0058476249,-0.016704733
0.41103175,-0.0037395373,-0.0060591178,-0.017374427
0.41203175,-0.0037238575,-0.0060470336,-0.017401359
0.41303175,-0.012154696,-0.020645640,-0.046547249
0.41409425,-0.0042219270,-0.0071211923,-0.016168161
0.41509425,-0.0042571808,-0.0071288596,-0.016303168
0.41609425,-0.0042829050,-0.0071159168,-0.016401681
0.41709425,-0.0043078440,-0.0070975754,-0.016497187
0.41834425,-0.0043365308,-0.0070658761,-0.016607045
0.41934425,-0.0043624469,-0.0070427119,-0.016706292
0.42034425,-0.0043846661,-0.0070123642,-0.016791382
0.42134425,-0.0044024845,-0.0069751324,-0.016859619
0.42234425,-0.0044744980,-0.0070020932,-0.017135400
0.42334425,-0.0045038480,-0.0069620274,-0.017247798
0.42434425,-0.014396556,-0.0072479147,-0.047255059
0.42534425,-0.0069756905,-0.0033896947,-0.022734533
0.42609425,-0.0035850514,-0.0017422297,-0.011650026
0.42709425,-0.0056915776,-0.0027662606,-0.018421055
0.42821925,-0.0056667662,-0.0027546289,-0.018241768
0.42921925,-0.0034491929,-0.0016905496,-0.0078862471
0.43046925,-0.0063790307,-0.0031131379,-0.017691245
0.43146925,-0.0064053564,-0.0031257133,-0.017827324
0.43246925,-0.0064221626,-0.0031336121,-0.017944142
0.43346925,-0.0064115337,-0.0031281070,-0.017988293
0.43446925,-0.0063899725,-0.0031172674,-0.018001964
0.43546925,-0.0063590759,-0.0031018901,-0.017985520
0.43646925,-0.0037467783,-0.0018392672,-0.0079036290
0.43721925,-0.0093778385,-0.0045967751,-0.021343278
0.43821925,-0.0074001249,-0.0036271405,-0.016890858
0.43909425,-0.0027121310,-0.0022202382,-0.010697234
0.44009425,-0.0050030300,-0.0040677767,-0.019388100
0.44109425,-0.0082250128,-0.0065066236,-0.029635778
0.44221925,-0.0031120423,0.0043549840,-0.045393215
0.44303175,-0.0014380738,0.0019719891,-0.020320215
0.44403175,-0.0014747062,0.0019728282,-0.020036775
0.44503175,0.0015245111,0.0047255487,-0.045025508
0.44603175,-4.5594467e-05,0.00079717106,-0.0094747172
0.44703175,0.17909009,0.10665531,-0.82627405
0.44803175,0.00011308229,6.7866277e-05,-0.00051578561
0.44903175,0.0051961977,0.0031421713,-0.023430578
0.45003175,0.0044336238,0.0027002205,-0.019773183
0.45115675,0.0000000,0.0000000,0.0000000
0.45215675,0.097902188,0.043396308,-0.62175651
0.45315675,0.0019251049,0.00086774494,-0.012061459
0.45415675,0.0030856352,0.0047521004,-0.017334270
0.45503175,0.0032058503,0.0049487631,-0.017868861
0.45603175,0.0034574020,0.0053511597,-0.019098932
0.45703175,0.0034584593,0.0053664436,-0.018938077
0.45803175,0.0034643784,0.0053885730,-0.018812377
0.45903175,0.0036528550,0.0057549450,-0.018941621
0.46003175,0.0074788266,0.010684323,-0.052196046
0.46103175,0.0028020638,0.0040180273,-0.019373218
0.46215675,0.0028653430,0.0041267464,-0.019591114
0.46315675,0.0028962582,0.0041877348,-0.019601399
0.46415675,0.0029202826,0.0042390804,-0.019561129
0.46515675,0.0029424290,0.0042877215,-0.019508019
0.46615675,0.0029610819,0.0043310424,-0.019434548
0.46715675,0.0029783505,0.0043719124,-0.019357195
0.46815675,0.0029942956,0.0044102505,-0.019278441
0.46915675,0.0030090076,0.0044460480,-0.019200590
0.47015675,0.0030226897,0.0044794947,-0.019126297
0.47115675,0.0030370631,0.0045130484,-0.019067583
0.47215675,0.0030444755,0.0045352905,-0.018976987
0.47315675,0.0030543543,0.0045602118,-0.018913914
0.47415675,0.0030669159,0.0045881682,-0.018879308
0.47515675,0.0030796013,0.0046153709,-0.018856934
0.47615675,0.0030914227,0.0046403785,-0.018840262
0.47715675,0.0031023938,0.0046632661,-0.018828717
0.47815675,0.0031126239,0.0046842724,-0.018822046
0.47915675,0.0031221149,0.0047034960,-0.018819094
0.48015675,0.0031307638,0.0047208978,-0.018817826
0.48115675,0.0031383940,0.0047363463,-0.018815527
0.48215675,0.0031448007,0.0047496871,-0.018809084
0.48315675,0.0031497940,0.0047608061,-0.018795253
